epoch,lr,train_loss,train_acc,val_loss,val_acc,epoch_time_s,best_val_loss,es_pat
1,0.001,0.545693155348301,0.855625,0.7493759463106593,0.7378333333333333,185.09613680839539,0.7493759463106593,0
2,0.001,0.10641705000400543,0.97025,1.4197543633763368,0.7103333333333334,138.9854700565338,0.7493759463106593,1
3,0.001,0.09797993540763855,0.97325,1.744229454173971,0.7308333333333333,133.39856338500977,0.7493759463106593,2
4,0.001,0.07702054166793823,0.979375,1.01088456283013,0.9086666666666666,129.94573426246643,0.7493759463106593,3
5,0.001,0.08185784649848939,0.97825,1.1264665687591526,0.738,129.6740264892578,0.7493759463106593,4
6,0.001,0.07803733876347542,0.97675,0.9522037592033545,0.7401666666666666,150.45128750801086,0.7493759463106593,5
7,0.001,0.06438448885083199,0.98175,0.4923219950144291,0.946,148.91691255569458,0.4923219950144291,0
8,0.001,0.05067656481359154,0.986125,0.1367137139083352,0.9758333333333333,152.41260266304016,0.1367137139083352,0
9,0.001,0.055097137922421095,0.98475,1.176805875301361,0.9218333333333333,131.41933917999268,0.1367137139083352,1
10,0.001,0.03704205235093832,0.98975,0.10448979805077882,0.9768333333333333,144.31783723831177,0.10448979805077882,0
11,0.001,0.04918502781540155,0.986875,1.0679720154865564,0.7481666666666666,148.93219900131226,0.10448979805077882,1
12,0.001,0.05108775985240936,0.986125,1.351790960137577,0.7341666666666666,151.9793939590454,0.10448979805077882,2
13,0.001,0.0538765709400177,0.983875,0.1353907609594365,0.9691666666666666,152.36100792884827,0.10448979805077882,3
14,0.001,0.04754857060313225,0.98625,1.5320051819042613,0.7451666666666666,152.42247867584229,0.10448979805077882,4
15,0.001,0.042117855936288834,0.988375,0.05461798246992597,0.9861666666666666,151.1676962375641,0.05461798246992597,0
16,0.001,0.04243198935687542,0.987125,0.19519888101353233,0.8971666666666667,153.44058346748352,0.05461798246992597,1
17,0.001,0.028517997205257415,0.992125,0.22926631599913042,0.9715,152.92046427726746,0.05461798246992597,2
18,0.001,0.03572352676838637,0.989375,0.08332053200093409,0.9823333333333333,143.91238260269165,0.05461798246992597,3
19,0.001,0.02956210404448211,0.9915,1.8944489398399988,0.929,149.81549668312073,0.05461798246992597,4
20,0.001,0.03339715976361185,0.99,1.2912671354989675,0.7258333333333333,152.34408259391785,0.05461798246992597,5
21,0.001,0.01919971362873912,0.9945,1.5699162520766259,0.9416666666666667,149.88616561889648,0.05461798246992597,6
22,0.001,0.025934765942394734,0.992,0.1181844943217778,0.9811666666666666,149.45705103874207,0.05461798246992597,7
23,0.001,0.015594189225696027,0.99575,0.12380469103819147,0.9821666666666666,151.20668768882751,0.05461798246992597,8
24,0.001,0.011484495307784528,0.996125,0.1054238410110241,0.9686666666666667,150.054217338562,0.05461798246992597,9
25,0.001,0.01455535475537181,0.995125,0.43213425910223796,0.9698333333333333,142.73131823539734,0.05461798246992597,10
26,0.001,0.013405963652767241,0.995625,1.1709288612001596,0.7425,154.32845067977905,0.05461798246992597,11
27,0.001,0.015870736341923476,0.994875,0.2781278585944607,0.9786666666666667,147.48641872406006,0.05461798246992597,12
28,0.001,0.010711719175800681,0.996,0.6458930863583009,0.967,148.86997747421265,0.05461798246992597,13
29,0.001,0.010975944539532066,0.996625,0.5722360505711452,0.971,141.791081905365,0.05461798246992597,14
30,0.001,0.008259754430502654,0.997375,0.4375584622661279,0.9705,154.3898377418518,0.05461798246992597,15
31,0.001,0.012733401787350886,0.996,0.8935935807914551,0.9575,136.23461031913757,0.05461798246992597,16
32,0.001,0.014734821399673819,0.995125,0.630363962921052,0.797,128.56876730918884,0.05461798246992597,17
33,0.001,0.02014118442684412,0.99325,0.3452253928762354,0.9118333333333334,129.0170829296112,0.05461798246992597,18
34,0.001,0.021611816208809614,0.99225,1.0850407546544447,0.7453333333333333,128.39934301376343,0.05461798246992597,19
35,0.001,0.019388745859265328,0.993125,0.5973955061380014,0.9683333333333334,128.55278825759888,0.05461798246992597,20
36,0.001,0.008967077577952296,0.997125,0.608641617008269,0.7903333333333333,129.17740845680237,0.05461798246992597,21
37,0.001,0.00868116255570203,0.99725,0.16009026807915022,0.9568333333333333,129.12159276008606,0.05461798246992597,22
38,0.001,0.013559824737138114,0.994875,0.11541432556753686,0.9836666666666667,128.92910242080688,0.05461798246992597,23
39,0.001,0.0098888268917799,0.99675,0.206495610925985,0.981,128.78906297683716,0.05461798246992597,24
40,0.001,0.00432581190392375,0.99875,1.5585052129543255,0.7588333333333334,128.86802005767822,0.05461798246992597,25
41,0.001,0.01161889335559681,0.996,1.5264547203580539,0.9475,129.1644082069397,0.05461798246992597,26
42,0.001,0.009011717777233572,0.997375,1.6779173751177465,0.7486666666666667,128.73908495903015,0.05461798246992597,27
43,0.001,0.005195082386955619,0.99875,0.3718932259633778,0.9013333333333333,128.96206283569336,0.05461798246992597,28
44,0.001,0.004412359499081504,0.99875,0.14726514632654472,0.985,128.89441967010498,0.05461798246992597,29
45,0.001,0.0035027526376070453,0.998375,5.399081911624875,0.7386666666666667,128.7196388244629,0.05461798246992597,30
46,0.0005,0.006120245455298573,0.998,0.24540601491439276,0.9805,128.97931432724,0.05461798246992597,31
47,0.0005,0.003839545417926274,0.998875,0.10752608888195239,0.9883333333333333,128.80928897857666,0.05461798246992597,32
48,0.0005,0.005080976418568753,0.997875,0.12790843547489444,0.9873333333333333,128.8955421447754,0.05461798246992597,33
