feature,|corr|,MI,corr_norm,mi_norm,MICC,perm_importance,mean_abs_SHAP
nb_spacing_std_Hz,0.10352794161319707,0.6727671631943279,0.12524897572762672,0.6683117727648974,0.39678037424626206,0.0,0.0006967770169751865
psd_power,0.23472791580437613,0.47116973781830196,0.28397580953576174,0.4680494233092738,0.37601261642251776,-0.001666666666666694,0.015519957347954454
spec_centroid_Hz,0.11509277598169053,0.6101703014564079,0.13924020975143556,0.6061294578032727,0.3726848337773541,-0.001000000000000023,0.0002684667843449211
kurt_env,0.1302068296759572,0.583847846456568,0.15752531920886095,0.5799813228661548,0.36875332103750785,-0.000666666666666682,0.00034255140191816007
cyclo_5chip_corr,0.2602496721010892,0.41748600962136595,0.3148522452604911,0.4147212147956843,0.3647867300280877,-0.0008333333333333526,0.0030443839974689394
cyclo_chip_corr,0.24890150885599385,0.41384103412115847,0.30112314178668165,0.4111003780909585,0.35611175993882005,-0.000666666666666682,0.00014489364702269817
instf_mean_Hz,0.11581557696622743,0.5611875983329244,0.14011466047031887,0.5574711418952231,0.34879290118277095,0.0,0.00041369114226038375
spec_symmetry_index,0.06993679907506216,0.6166439997589119,0.08461012856362789,0.6125602841360404,0.34858520634983414,0.0,0.00022884595938978407
cyclo_halfchip_corr,0.2762624485573595,0.32094202954136053,0.33422463708488004,0.31881659577311405,0.32652061642899705,-0.000666666666666682,0.00015408215138892813
cyclo_2chip_corr,0.2762624485573595,0.32094202954136053,0.33422463708488004,0.31881659577311405,0.32652061642899705,-0.001000000000000012,0.0012698946767417015
dc_notch_ratio,0.17099960946717424,0.37608730611369245,0.20687676777742084,0.37359667357994425,0.29023672067868256,0.0,0.0020992700287199855
dme_duty,0.29532186174070435,0.2111606697845101,0.3572828756819784,0.2097622614217073,0.2835225685518429,0.0,9.563264024832553e-05
stft_centroid_zcr_per_s,0.17935202426951344,0.3513820667532952,0.2169815895534958,0.34905504429599676,0.28301831692474627,-0.001333333333333364,0.004531464825702788
chirp_curvature_Hzps2,0.011501008501284821,0.5478884014957213,0.013914016952086553,0.544260018789244,0.2790870178706653,0.0,8.692641646094055e-05
dme_pulse_count,0.3469124129754711,0.112995664124655,0.4196975590871635,0.11224735203683285,0.26597245556199817,0.0,0.00010108617926953398
spec_peak_freq_Hz,0.027109179405682342,0.486896023514503,0.032796913572029934,0.48367156191475086,0.2582342377433904,-0.000666666666666682,0.00035231087771042945
circularity_mag,0.1734153431438241,0.29268867840010726,0.2097993427259462,0.2907503520252663,0.25027484737560624,0.0,0.00011748597221523435
chirp_slope_Hzps,0.019414186216723694,0.47990711828385635,0.023487446000955606,0.4767289406039807,0.25010819330246814,0.0,0.00018757095107743203
stdQ,0.17355147048333874,0.2758134938917949,0.2099640307278234,0.27398692317279805,0.24197547695031074,0.0,0.0036155191774134452
spec_kurtosis_mean,0.07454475158262858,0.34219805922392776,0.09018486831775696,0.33993185771849604,0.2150583630181265,-0.0016666666666666718,0.006741570046523101
cumulant_c42_mag,0.16370115319583065,0.22218493324490884,0.19804703390910897,0.2207135168629873,0.20938027538604814,0.0,0.008527867471672841
meanQ,0.0312686931675263,0.37317785697433026,0.037829128354609096,0.3707064922237909,0.2042678102892,-0.000666666666666682,0.0008094724746920069
stdI,0.13333991187573407,0.2460947641711706,0.1613157484425326,0.24446500529320275,0.20289037686786768,-0.001000000000000023,8.078350318532959e-05
dme_ipi_med_s,0.26092638904765897,0.04554229072932303,0.31567094312209903,0.04524068759327467,0.18045581535768684,0.0,0.00013238708488983773
fh_hop_rate_per_s,0.13050396952018517,0.204187349976233,0.15788480149506798,0.20283512231908124,0.1803599619070746,0.0,6.908021514390305e-05
skewQ,0.12614942995465997,0.20423014212634216,0.15261664285259063,0.2028776310788193,0.17774713696570496,-0.0005000000000000115,0.0001277679632628979
instf_slope_Hzps,0.038865784797090776,0.29852418166896433,0.04702015379455257,0.2965472097614081,0.1717836817779803,-0.0015000000000000124,0.0004449197580784879
meanI,0.009279846124384667,0.3244507662617728,0.011226836000774931,0.3223020959373168,0.16676446596904587,0.0,0.00024756663189052006
cumulant_c40_mag,0.07337982020364532,0.24296076354390728,0.08877552452382968,0.2413517595380028,0.16506364203091625,-0.000666666666666682,0.00016202754230034628
nb_spacing_med_Hz,0.06438174440053579,0.23925592146019392,0.07788957663094366,0.23767145271532084,0.15778051467313225,0.0,0.00014522706953887184
circularity_phase_rad,0.09825804174667283,0.16736194738755072,0.11887340648337952,0.16625359540571363,0.14256350094454656,-0.001333333333333364,5.5546519357231415e-05
spec_kurtosis_max,0.04357735661671908,0.19886240080253925,0.05272025306514767,0.19754543754127898,0.12513284530321334,-0.0008333333333333526,6.417771126653664e-05
skewI,0.019372668814456137,0.14974762988838508,0.023437217898012036,0.14875592845951807,0.08609657317876505,-0.001000000000000023,0.00012312141761218836
chirp_r2,0.07053432908838395,0.047159769479424796,0.08533302540644051,0.046847454614657696,0.06609024001054911,-0.000666666666666682,0.00012854659198013887
dme_ipi_std_s,0.09571175480879933,0.0,0.11579288709984106,0.0,0.05789644354992053,0.0,7.160595228219856e-05
corrIQ,0.02811121541741449,0.06710654083846368,0.034009185178670756,0.06666212878008633,0.05033565697937854,0.0,9.110355181154394e-05
env_dom_peak_norm,0.0,0.028485562948343368,0.0,0.028296917735734603,0.014148458867867302,0.0,0.0
env_dom_freq_Hz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cep_peak_env,0.0,0.0,0.0,0.0,0.0,0.0,0.0
