epoch,lr,train_loss,train_acc,val_loss,val_acc,epoch_time_s,best_val_loss,es_pat
27,0.0002,0.00598589404246753,0.9932938240798502,0.0872311313057744,0.9807132459970888,56.08929228782654,0.07742920459900186,9
28,0.0002,0.003459782472460723,0.9955552089831566,0.08743709193480241,0.9799854439592431,78.72558498382568,0.07742920459900186,10
29,0.0002,0.004474786506383026,0.9936837180286962,0.07335293572802731,0.9821688500727802,86.1766505241394,0.07335293572802731,0
30,0.0002,0.004004029466480541,0.9946194635059263,0.08120881131642771,0.982532751091703,76.17182183265686,0.07335293572802731,1
31,0.0002,0.0029093564999770867,0.9961010605115409,1.0013796854574435,0.6382823871906841,77.28974485397339,0.07335293572802731,2
32,0.0002,0.012283515841724102,0.9861197754210854,0.07677773772867659,0.9807132459970888,50.185407876968384,0.07335293572802731,3
33,0.0002,0.006072301551216257,0.9928259513412352,0.0728193153633995,0.9807132459970888,88.39609932899475,0.0728193153633995,0
34,0.0002,0.004278041094109295,0.9941515907673113,0.18045417478598189,0.9523289665211062,79.86274766921997,0.0728193153633995,1
35,0.0002,0.004079028111225992,0.9945414847161572,0.6670058043416064,0.769650655021834,85.34404063224792,0.0728193153633995,2
36,0.0002,0.00398722719841219,0.9946194635059263,0.08136871075488117,0.985080058224163,49.50867772102356,0.0728193153633995,3
37,0.0002,0.00300949804021289,0.9957891453524641,0.10213829696536325,0.9839883551673945,55.89306879043579,0.0728193153633995,4
38,0.0002,0.002433687176236433,0.9964909544603868,0.09529668079713546,0.980349344978166,49.778809785842896,0.0728193153633995,5
39,0.0002,0.002361995303908657,0.9971927635683094,0.08169873662054365,0.9839883551673945,49.54998588562012,0.0728193153633995,6
40,0.0002,0.00279559253986445,0.9961010605115409,0.11009343189974972,0.9832605531295487,53.900986194610596,0.0728193153633995,7
41,0.0002,0.003820975686981083,0.9953212726138491,0.06986232672098162,0.9854439592430859,50.82858896255493,0.06986232672098162,0
42,0.0002,0.0033535910708839493,0.9949313786650031,0.07545488141070417,0.9828966521106259,49.39075517654419,0.06986232672098162,1
43,0.0002,0.0028937643192198967,0.9964129756706176,0.08608473911257854,0.9843522561863173,50.41494369506836,0.06986232672098162,2
44,0.0002,0.0025899165490580025,0.9967248908296943,0.10776407800864271,0.9832605531295487,78.40465426445007,0.06986232672098162,3
45,0.0002,0.00234956432719294,0.9967248908296943,0.07998858855866449,0.9814410480349345,94.56881332397461,0.06986232672098162,4
46,0.0002,0.0023234546403789864,0.9969588271990019,0.3539351476071703,0.8868267831149927,86.49864912033081,0.06986232672098162,5
47,0.0002,0.001970779353252938,0.9972707423580786,0.11109209286246931,0.975254730713246,91.03751134872437,0.06986232672098162,6
48,0.0002,0.00592446669737773,0.9928259513412352,0.1486291562625935,0.9694323144104804,85.53230834007263,0.06986232672098162,7
49,0.0002,0.0023878356006682357,0.9964909544603868,0.07875048417158782,0.9847161572052402,65.82659959793091,0.06986232672098162,8
50,0.0002,0.002218601976281329,0.9971927635683094,0.13315532528937643,0.9730713245997089,50.60618209838867,0.06986232672098162,9
