epoch,lr,train_loss,train_acc,val_loss,val_acc,epoch_time_s,best_val_loss,es_pat
1,0.0002,0.14698135168643126,0.8703212726138491,0.8654124427049962,0.6797671033478894,67.72909712791443,0.8654124427049962,0
2,0.0002,0.13683607753689261,0.8545695570804741,0.9038510556824864,0.6266375545851528,49.59944558143616,0.8654124427049962,1
3,0.0002,0.12853621032858223,0.8480193387398628,0.9116226820793041,0.6069868995633187,67.54731917381287,0.8654124427049962,2
4,0.0002,0.12426733076386502,0.8620555208983156,0.9012610217369279,0.6044395924308588,49.62552881240845,0.8654124427049962,3
5,0.0002,0.11458363873432073,0.8615096693699313,0.8050852850014466,0.6561135371179039,61.5606484413147,0.8050852850014466,0
6,0.0002,0.04355577741420165,0.9535246412975671,0.7363296978858881,0.7412663755458515,88.04877042770386,0.7363296978858881,0
7,0.0002,0.0269918965032825,0.9731752963194011,0.232721789131345,0.9501455604075691,64.77462267875671,0.232721789131345,0
8,0.0002,0.01760073774218262,0.9817529631940112,1.043031404025343,0.5265647743813683,62.32657837867737,0.232721789131345,1
9,0.0002,0.01287141706212351,0.9868215845290081,0.1496301439890348,0.9672489082969432,60.10020875930786,0.1496301439890348,0
10,0.0002,0.013055495096281105,0.9860417966313163,0.2435823529958725,0.9403202328966521,57.7051637172699,0.1496301439890348,1
11,0.0002,0.011957948419125432,0.9844822208359326,0.08084142457536561,0.9828966521106259,65.36105513572693,0.08084142457536561,0
12,0.0002,0.02583939985249247,0.9798034934497817,0.1034626018424048,0.982532751091703,64.28960394859314,0.08084142457536561,1
13,0.0002,0.00913191526193992,0.9882252027448534,0.10905009377720662,0.9763464337700145,61.90949487686157,0.08084142457536561,2
14,0.0002,0.008351477194189357,0.9889270118527761,0.09423913621767986,0.977802037845706,77.52899193763733,0.08084142457536561,3
15,0.0002,0.005888560683427568,0.9926699937616968,0.11452804652233832,0.9719796215429404,79.44656133651733,0.08084142457536561,4
16,0.0002,0.005130999942797603,0.9930598877105428,0.12541386552339384,0.9734352256186317,58.960400104522705,0.08084142457536561,5
17,0.0002,0.006652728340130111,0.9910324391765439,0.09410175305873893,0.9796215429403202,59.542879819869995,0.08084142457536561,6
18,0.0002,0.005890278274650062,0.992747972551466,0.07742920459900186,0.9858078602620087,58.10260796546936,0.07742920459900186,0
19,0.0002,0.004608448047228088,0.993995633187773,0.10811585167306306,0.9767103347889374,57.14148545265198,0.07742920459900186,1
20,0.0002,0.0053526995121065644,0.9929819089207735,0.12901841715693996,0.9694323144104804,55.63036489486694,0.07742920459900186,2
21,0.0002,0.007073668113207248,0.9907985028072365,0.11200384802206689,0.9814410480349345,53.96145224571228,0.07742920459900186,3
22,0.0002,0.0038460108549732085,0.9946194635059263,0.1617577903872841,0.9650655021834061,52.56896495819092,0.07742920459900186,4
23,0.0002,0.005815648603722504,0.9922800998128509,0.08095290419392104,0.9861717612809315,52.45146560668945,0.07742920459900186,5
24,0.0002,0.0039568082029222875,0.9953992514036182,1.6976705454669492,0.4945414847161572,52.42116117477417,0.07742920459900186,6
25,0.0002,0.00485433048248542,0.9929039301310044,0.12345614808095075,0.9756186317321689,51.552382707595825,0.07742920459900186,7
26,0.0002,0.007391472882524011,0.9902526512788522,0.0803861527634565,0.9828966521106259,51.68800926208496,0.07742920459900186,8
